Name,Link,ReleaseDate,ReleasePrice,CurrentDate,CurrentPrice
Radeon R9 370,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+370&id=3469,,,,
Radeon Pro WX 5100,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+5100&id=3619,18 Dec 16,339,30 Mar 22,561.87
Quadro P2000 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P2000+with+Max-Q+Design&id=3982,,,,
Radeon PRO W6300,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+PRO+W6300&id=4831,,,,
Radeon Sky 500,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Sky+500&id=4071,,,,
Radeon Pro Vega 20,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+Vega+20&id=4016,,,,
GeForce GTX 1050 Ti (Mobile),https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+Ti+%28Mobile%29&id=4089,,,,
GeForce GTX 760,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760&id=2561,15 Aug 13,316.99,30 Mar 22,149
FirePro W8000,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W8000&id=2427,,,,
FirePro W9000,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W9000&id=2281,,,,
GeForce GTX 965M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+965M&id=3113,,,,
GeForce GTX 1050 Ti with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+Ti+with+Max-Q+Design&id=3922,,,,
GeForce GTX 870M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+870M&id=2833,,,,
Quadro M3000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M3000M&id=3394,,,,
GeForce GTX 1630,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1630&id=4571,16 Aug 22,162.99,02 Feb 24,189.99
Radeon HD 7870,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7870&id=324,03 Jun 12,339.99,13 May 21,499
GeForce GTX 1050,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050&id=3596,16 Dec 16,109.99,07 Jan 23,198.16
Radeon Instinct MI25 MxGPU,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Instinct+MI25+MxGPU&id=4181,,,,
Quadro K5100M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K5100M&id=2798,,,,
FirePro W7000 Adapter,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W7000+Adapter&id=2647,,,,
GeForce GTX 480,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+480&id=100,28 May 11,383.01,14 Mar 20,579
Radeon R9 M295X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M295X&id=2985,,,,
Radeon Ryzen 7 6800U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+6800U&id=4648,,,,
P106-100,https://www.videocardbenchmark.net/gpu.php?gpu=P106-100&id=4044,,,,
Radeon HD8970M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD8970M&id=3023,,,,
GeForce GTX 960A,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+960A&id=3404,,,,
Radeon RX Vega 11 PRD,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+11+PRD&id=4131,,,,
Radeon R7 370,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+370&id=3471,,,,
Radeon Pro WX 3100,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+3100&id=3783,,,,
GeForce GTX 680MX,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+680MX&id=2356,,,,
FirePro W7000,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W7000&id=2232,30 Oct 12,769.99,25 May 21,389
GRID K520,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+K520&id=2742,10 Mar 20,749.95,17 Dec 21,149.99
GeForce GTX 580,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+580&id=68,17 Mar 11,519.99,13 May 21,279.99
FirePro W7100,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W7100&id=3130,10 Jul 15,619.99,30 Mar 22,398.57
Radeon HD 8970M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8970M&id=2865,,,,
FirePro V7000,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V7000&id=2675,,,,
GeForce MX450,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX450&id=4296,,,,
T500,https://www.videocardbenchmark.net/gpu.php?gpu=T500&id=4335,,,,
GeForce GTX 675MX,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+675MX&id=2349,,,,
Quadro P1000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P1000&id=3727,15 Apr 17,330,12 Aug 22,335
Quadro P600,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P600&id=3729,31 May 17,189.34,26 Aug 23,220.46
Quadro M2200,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M2200&id=3732,,,,
Radeon Pro 560X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+560X&id=4021,,,,
Quadro M2000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M2000M&id=3373,22 Feb 19,279.95,30 Mar 22,241.01
Quadro M2000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M2000&id=3512,09 Jul 16,422.95,03 Jul 21,220.42
Radeon Pro WX 4130,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+4130&id=3798,,,,
GeForce GTX 660,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+660&id=2152,20 Nov 12,229.98,30 Mar 22,167.95
Radeon R9 M395,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M395&id=3346,,,,
Radeon Pro 460,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+460&id=3747,,,,
GeForce GTX 1050 (Mobile),https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+%28Mobile%29&id=4088,,,,
Radeon HD 8950,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8950&id=2927,,,,
Quadro K4200,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4200&id=2944,21 Sep 14,835.99,18 Dec 21,250
Radeon HD 7800-serie,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7800-serie&id=2967,,,,
GeForce GTX 680M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+680M&id=1461,14 Mar 16,499.99,10 Mar 20,135.99
Radeon Ryzen 5 6600HS Creator Edition,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+6600HS+Creator+Edition&id=4681,,,,
Radeon Pro 560,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+560&id=3820,,,,
Radeon R9 270,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+270&id=3550,,,,
GeForce GTX 750 Ti,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+750+Ti&id=2815,17 Apr 14,139.99,28 Aug 21,118.61
Radeon Ryzen 5 PRO 6650U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+PRO+6650U&id=4677,,,,
Ryzen 5 PRO 6650U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+6650U+with+Radeon+Graphics&id=4581,,,,
GeForce GTX 780M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+780M&id=2536,,,,
Radeon RX 5300M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+5300M&id=4325,,,,
Quadro K5000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K5000&id=2258,17 Jan 13,"1,750",18 Dec 21,250
Radeon R9 260,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+260&id=3496,,,,
Ryzen 5 PRO 6650U,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+6650U&id=4638,,,,
Ryzen 9 5900HX with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+9+5900HX+with+Radeon+Graphics&id=4396,,,,
Radeon Ryzen 7 4800HS,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+4800HS&id=4362,,,,
Radeon 740M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+740M&id=4926,,,,
Radeon E8870PCIe,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+E8870PCIe&id=3831,,,,
Quadro M1200,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M1200&id=3651,,,,
Radeon RX 460,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+460&id=3557,11 Sep 16,116.95,28 Aug 21,592
Matrox C680 PCIe x16,https://www.videocardbenchmark.net/gpu.php?gpu=Matrox+C680+PCIe+x16&id=3054,,,,
Radeon Eng Sample: 100-000000561-40_Y,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Eng+Sample%3A+100-000000561-40_Y&id=4936,,,,
Radeon Ryzen 5 6600U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+6600U&id=4675,,,,
Radeon HD 7850,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7850&id=323,03 Jun 12,239.99,16 May 21,159.99
Ryzen 7 5700G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+5700G+with+Radeon+Graphics&id=4405,,,,
GRID K220Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+K220Q&id=3140,,,,
Radeon Ryzen 7 4800H,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+4800H&id=4348,,,,
Radeon HD 7970M,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7970M&id=326,,,,
Ryzen 7 5800H with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+5800H+with+Radeon+Graphics&id=4398,,,,
FirePro M5100,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M5100&id=2818,,,,
Radeon Ryzen 7 4700G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+4700G&id=4357,,,,
Ryzen 7 Pro 4750G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+Pro+4750G+with+Radeon+Graphics&id=4231,,,,
GeForce GTX 775M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+775M&id=2729,,,,
Ryzen 7 5700GE with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+5700GE+with+Radeon+Graphics&id=4433,,,,
GeForce GTX 880M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+880M&id=2850,,,,
P104-100,https://www.videocardbenchmark.net/gpu.php?gpu=P104-100&id=4206,,,,
FirePro V9800,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V9800&id=3423,,,,
Radeon Ryzen 7 PRO 4750G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+4750G&id=4347,,,,
GeForce GTX 870M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+870M&id=2833,,,,
GeForce GTX 965M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+965M&id=3113,,,,
Quadro K5100M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K5100M&id=2798,,,,
Quadro K2200,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2200&id=2947,07 Nov 14,479.13,28 Aug 21,284.82
Radeon Ryzen 7 4700GE,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+4700GE&id=4387,,,,
Ryzen 7 PRO 5750GE with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+5750GE+with+Radeon+Graphics&id=4432,,,,
Ryzen 7 PRO 5750G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+5750G+with+Radeon+Graphics&id=4427,,,,
GeForce GTX 1050 with Max-Q Design,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+1050+with+Max-Q+Design&id=3971,,,,
Radeon Pro WX 4100,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+4100&id=3694,05 Mar 17,284,03 Jul 21,449.99
GeForce GTX 750,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+750&id=2825,28 Apr 14,118.91,03 Jul 21,531
Radeon R9 M375X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M375X&id=3337,,,,
Quadro K4100M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4100M&id=2736,,,,
Radeon Ryzen 7 5800H,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+5800H&id=4452,,,,
Radeon HD 7790,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7790&id=2502,01 May 13,149.98,10 Mar 20,180.32
Ryzen 7 5800HS with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+5800HS+with+Radeon+Graphics&id=4401,,,,
Quadro P620,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P620&id=3954,28 Jul 18,178.51,18 Feb 23,708.83
Ryzen 7 PRO 7730U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+7730U+with+Radeon+Graphics&id=4873,,,,
Radeon Pro WX 2100,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+2100&id=3794,,,,
Radeon Ryzen 5 Pro 7535U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+Pro+7535U&id=4978,,,,
GeForce GTX 650 Ti BOOST,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+650+Ti+BOOST&id=2479,,,,
Quadro M1000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M1000M&id=3349,23 Nov 16,200,14 Dec 19,85.99
MxGPU,https://www.videocardbenchmark.net/gpu.php?gpu=MxGPU&id=3640,,,,
Quadro 7000,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+7000&id=1555,,,,
GeForce GTX 580,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+580&id=68,17 Mar 11,519.99,13 May 21,279.99
T400 4GB,https://www.videocardbenchmark.net/gpu.php?gpu=T400+4GB&id=4512,,,,
T400,https://www.videocardbenchmark.net/gpu.php?gpu=T400&id=4446,20 Nov 21,189.99,14 Dec 22,199.99
Radeon Ryzen 5 7535U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+7535U&id=4837,,,,
GeForce GTX 860M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+860M&id=2866,,,,
Radeon Ryzen 7 5800HS,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+5800HS&id=4462,,,,
Ryzen 7 4700G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+4700G+with+Radeon+Graphics&id=4307,,,,
Firepro W5170M,https://www.videocardbenchmark.net/gpu.php?gpu=Firepro+W5170M&id=3470,,,,
Ryzen 5 5600GE with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+5600GE+with+Radeon+Graphics&id=4435,,,,
Ryzen 7 PRO 4750GE with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+4750GE+with+Radeon+Graphics&id=4288,,,,
Radeon RX 560,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+560&id=3708,30 Jun 17,109.99,07 Mar 24,189.55
Quadro M2000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M2000M&id=3373,22 Feb 19,279.95,10 Apr 22,213.16
Radeon Ryzen 5 5500GT,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5500GT&id=4994,,,,
Ryzen 5 5600G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+5600G+with+Radeon+Graphics&id=4406,,,,
Intel Iris Pro P580,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+P580&id=3436,,,,
Radeon Ryzen 7 PRO 4750GE,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+4750GE&id=4371,,,,
B8DKMDAP,https://www.videocardbenchmark.net/gpu.php?gpu=B8DKMDAP&id=3941,,,,
GeForce GTX 680M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+680M&id=1461,14 Mar 16,499.99,10 Mar 20,135.99
GeForce 8800 GTX,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GTX&id=119,,,,
Radeon Ryzen 5 5600GT,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5600GT&id=4989,,,,
Quadro K2200M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2200M&id=3175,,,,
Ryzen 5 PRO 5650G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+5650G+with+Radeon+Graphics&id=4428,,,,
GeForce GTX 750,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+750&id=2825,28 Apr 14,118.91,09 Sep 21,99.99
Radeon R7 260X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+260X&id=2701,21 Dec 13,145.68,10 Mar 20,132.28
Ryzen 5 PRO 5650GE with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+5650GE+with+Radeon+Graphics&id=4431,,,,
Tesla C2070,https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+C2070&id=1670,,,,
GeForce GTX 960M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+960M&id=3176,,,,
Radeon Ryzen 9 7900 12-Core,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+9+7900+12-Core&id=4716,,,,
FirePro 3D V8800,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+3D+V8800&id=442,,,,
Ryzen 7 5825U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+5825U+with+Radeon+Graphics&id=4869,,,,
Radeon Pro 455,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+455&id=4024,,,,
GeForce GTX 570,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+570&id=15,10 Mar 11,349.99,20 Nov 21,149.99
Radeon Ryzen 7 PRO 7730U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+7730U&id=4778,,,,
Radeon Ryzen 5 PRO 5650G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+PRO+5650G&id=4485,,,,
Quadro K5000M,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K5000M&id=1618,,,,
Radeon RX Vega 11 Ryzen 5 3400G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+11+Ryzen+5+3400G&id=4671,,,,
NVIDIA A10-4Q,https://www.videocardbenchmark.net/gpu.php?gpu=NVIDIA+A10-4Q&id=4521,,,,
GeForce 8800 GTS 512,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+8800+GTS+512&id=63,,,,
Ryzen 7 5800U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+5800U+with+Radeon+Graphics&id=4399,,,,
Ryzen 5 Pro 4650G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+Pro+4650G+with+Radeon+Graphics&id=4229,,,,
Radeon RX Vega 11,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+11&id=3893,,,,
GeForce GTX 590,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+590&id=1457,02 Apr 11,788.3,10 Jun 21,295
Intel Iris Xe,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Xe&id=4265,,,,
Radeon Pro 555,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+555&id=3763,,,,
Ryzen 5 7530U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+7530U+with+Radeon+Graphics&id=4874,,,,
Ryzen 5 4600G with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+4600G+with+Radeon+Graphics&id=4245,,,,
Radeon Ryzen 7 5825U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+5825U&id=4668,,,,
Quadro P600,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P600&id=3729,31 May 17,189.34,04 May 23,205.03
Radeon Ryzen 9 4900H,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+9+4900H&id=4361,,,,
FirePro 3D V9800,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+3D+V9800&id=443,,,,
Quadro M1200,https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M1200&id=3651,,,,
Radeon Eng Sample: 100-000000285-40_Y,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Eng+Sample%3A+100-000000285-40_Y&id=4633,,,,
Tesla C2050,https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+C2050&id=1669,,,,
Radeon R9 M275X / M375,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M275X+%2F+M375&id=3035,,,,
Radeon Ryzen 7 5800U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+5800U&id=4464,,,,
Radeon R7 260,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+260&id=2903,,,,
GRID P40-24Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P40-24Q&id=3993,,,,
Radeon Ryzen 5 PRO 5650GE,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+PRO+5650GE&id=4463,,,,
Radeon Pro,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro&id=4441,11 Aug 21,"2,800",18 Oct 23,554.22
Tesla C2050 / C2070,https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+C2050+%2F+C2070&id=2515,,,,
Intel Iris Xe MAX,https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Xe+MAX&id=4502,,,,
Radeon Ryzen 7 7730U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+7730U&id=4771,,,,
GeForce GTX 960M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+960M&id=3176,,,,
GRID T4-8Q,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+T4-8Q&id=4196,,,,
Radeon R9 M290X,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M290X&id=2918,,,,
Radeon Vega 11 Ryzen 5 PRO 3350G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+11+Ryzen+5+PRO+3350G&id=4770,,,,
Ryzen 7 PRO 5850U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+5850U+with+Radeon+Graphics&id=4403,,,,
Radeon Ryzen 5 5600H,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5600H&id=4459,,,,
Radeon R9 360,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+360&id=3327,,,,
Ryzen 5 5600H with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+5600H+with+Radeon+Graphics&id=4426,,,,
Tesla C2075,https://www.videocardbenchmark.net/gpu.php?gpu=Tesla+C2075&id=1671,,,,
Radeon Ryzen 5 PRO 4655G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+PRO+4655G&id=4815,,,,
GeForce GTX 650 Ti,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+650+Ti&id=2177,05 Jan 13,155.79,30 Mar 22,93.05
FirePro W5000,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W5000&id=2227,,,,
Radeon RX Vega M GL,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+M+GL&id=3903,,,,
NVS 810,https://www.videocardbenchmark.net/gpu.php?gpu=NVS+810&id=3428,05 Mar 16,629,25 Jan 18,589.99
Matrox C900 PCIe x16,https://www.videocardbenchmark.net/gpu.php?gpu=Matrox+C900+PCIe+x16&id=3579,,,,
GeForce GTX 850M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+850M&id=2859,,,,
Ryzen 5 PRO 4650GE with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+4650GE+with+Radeon+Graphics&id=4289,,,,
Radeon R7 360,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+360&id=3233,20 Jan 16,99.99,20 Nov 21,145.99
Radeon HD 7700-serie,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7700-serie&id=2317,,,,
GRID K2,https://www.videocardbenchmark.net/gpu.php?gpu=GRID+K2&id=2616,04 Nov 13,"4,900",14 Oct 22,"4,383.73"
GeForce GTX 950M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+950M&id=3171,,,,
Radeon Vega 11 Ryzen 5 PRO 3400G,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+11+Ryzen+5+PRO+3400G&id=4724,,,,
Ryzen 7 PRO 5875U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+5875U+with+Radeon+Graphics&id=4870,,,,
Ryzen 7 5700U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+5700U+with+Radeon+Graphics&id=4507,,,,
Radeon Ryzen 5 PRO 4655GE,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+PRO+4655GE&id=4904,,,,
GeForce GT 645,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+645&id=2242,,,,
Radeon Ryzen 7 5700U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+5700U&id=4650,,,,
Ryzen 7 4800U with Radeon Graphics,https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+4800U+with+Radeon+Graphics&id=4236,,,,
Radeon Ryzen 5 7530U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+7530U&id=4728,,,,
GeForce GTX 950A,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+950A&id=3334,,,,
GeForce GTX 860M,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+860M&id=2866,,,,
Radeon Ryzen 7 4800U,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+4800U&id=4356,,,,
FirePro W5100,https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W5100&id=3044,23 Jan 15,359.99,30 Mar 22,140.99
Radeon Ryzen 5 5600GE,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5600GE&id=4744,,,,
GeForce GT 1030,https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+1030&id=3757,13 Jul 17,67.99,01 Aug 23,105.59
Radeon R9 M380,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M380&id=3339,,,,
