"Name","Score","Link","G2DScore","G3DScore"
"GeForce GT 710","594","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+710&id=2910","212","630"
"Radeon R7 PRO A12-9800E","593","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-9800E&id=3663","245","957"
"GeForce MX110","590","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX110&id=3860","190","1441"
"Radeon HD 8670D + R7 240 Dual","590","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D+%2B+R7+240+Dual&id=3003","525","1020"
"Radeon R5 A6-9500 RADEON R5, 8 COMPUTE CORES 2C+6G","586","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+A6-9500+RADEON+R5%2C+8+COMPUTE+CORES+2C%2B6G&id=4317","211","922"
"Radeon R5 PRO A6-8530B 2C+4G","584","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-8530B+2C%2B4G&id=3666","354","690"
"Radeon HD 8570 + HD 7660D Dual","584","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570+%2B+HD+7660D+Dual&id=2740","467","949"
"Radeon R7 A10-9700 RADEON","583","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-9700+RADEON&id=3711","228","931"
"FirePro W5130M","582","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W5130M&id=3440","301","1410"
"GeForce 930M","582","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930M&id=3252","151","1015"
"Radeon HD 8570D + R7 200 Dual","580","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570D+%2B+R7+200+Dual&id=2869","401","999"
"Radeon HD 8670D + 8570 Dual","579","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D+%2B+8570+Dual&id=2831","419","974"
"FirePro W4170M","578","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W4170M&id=3070","210","1029"
"GRID V100-8Q","578","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+V100-8Q&id=3936","149","16"
"Radeon HD 7560D + HD 8570 Dual","578","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+HD+8570+Dual&id=2856","425","936"
"Radeon HD 8570 + 8670D Dual","577","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570+%2B+8670D+Dual&id=2722","496","620"
"Quadro 4000","575","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+4000&id=1549","378","1479"
"Radeon R7 A8-7500 4C+6G","571","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-7500+4C%2B6G&id=3745","390","853"
"Radeon R7 PRO A12-8870E","571","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-8870E&id=3627","237","920"
"Radeon R7 A10-7850K","571","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7850K&id=2972","284","973"
"Radeon HD 8670D + 7000 Dual","570","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D+%2B+7000+Dual&id=3852","488","812"
"Quadro K610M","569","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K610M&id=2703","217","732"
"GRID M60-0B","569","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M60-0B&id=3792","596","1838"
"Radeon R7 240 + HD 8570D Dual","568","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+240+%2B+HD+8570D+Dual&id=2949","352","918"
"Radeon R7 A8-7680","567","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-7680&id=4060","188","822"
"Radeon R7 PRO A10-9700","565","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-9700&id=3678","194","799"
"Radeon HD 8450G + 8600/8700M Dual","565","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8450G+%2B+8600%2F8700M+Dual&id=2731","381","1070"
"Radeon 550X","564","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+550X&id=4137","231","1430"
"Radeon R5 PRO A6-9500 R5, 8 COMPUTE CORES 2C+6G","562","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-9500+R5%2C+8+COMPUTE+CORES+2C%2B6G&id=4412","181","810"
"GeForce GT 650M","560","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+650M&id=122","235","1205"
"Radeon R7 240 + HD 8670D Dual","560","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+240+%2B+HD+8670D+Dual&id=2814","471","930"
"Quadro 4000M","559","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+4000M&id=1550","275","1328"
"Radeon R9 M375","558","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M375&id=3263","166","980"
"GeForce GT 740M","558","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+740M&id=2461","147","792"
"Intel HD P630","553","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+P630&id=3682","295","1204"
"Intel Iris Pro 6100","553","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+6100&id=3167","548","925"
"Radeon HD 8570","552","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570&id=2620","278","941"
"Radeon R7 A10-8750","548","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-8750&id=3316","217","856"
"GeForce GT 745M","548","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+745M&id=2564","176","1092"
"Quadro 2000 D","548","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+2000+D&id=1544","594","1239"
"Radeon HD 7560D + HD 6670 Dual","548","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+HD+6670+Dual&id=2894","652","1555"
"GeForce GT 640M LE","546","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+640M+LE&id=2135","172","695"
"Intel Iris 6100","545","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+6100&id=3164","313","896"
"GeForce GTX 560M","544","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560M&id=1452","258","1245"
"GeForce GT 720","544","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+720&id=2896","200","611"
"GeForce 710M","543","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+710M&id=2399","125","460"
"GeForce GT 710M","541","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+710M&id=2744","117","446"
"Intel HD 5200","537","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+5200&id=2498","653","830"
"Intel HD 6000","537","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+6000&id=3120","273","861"
"Radeon R7 430","536","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+430&id=3751","386","1104"
"GeForce 820M","536","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+820M&id=2785","113","497"
"Radeon R7 FX-8800P","535","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+FX-8800P&id=3631","193","830"
"Radeon R7 A10 PRO-7800B","531","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10+PRO-7800B&id=3013","253","828"
"Radeon R7 M465","531","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M465&id=3671","218","1095"
"Mobility Radeon HD 5870","531","https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5870&id=526","217","1076"
"Radeon 630","530","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+630&id=4221","221","1269"
"Radeon HD 5750","530","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5750&id=50","336","1162"
"Radeon 625","529","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+625&id=4190","207","1076"
"Radeon R5 A6-7480","528","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+A6-7480&id=4075","184","698"
"Quadro 2000D","528","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+2000D&id=1545","326","974"
"Radeon R7 PRO A10-8750B","528","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-8750B&id=3362","207","768"
"GeForce 830M","526","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+830M&id=2982","136","1008"
"Radeon HD 7560D + 7670 Dual","526","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+7670+Dual&id=306","445","1426"
"Radeon R9 M265X","525","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M265X&id=2999","210","1138"
"Radeon R7 A8-9600 RADEON","522","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-9600+RADEON&id=3733","197","829"
"Intel UHD Graphics 630","521","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+630&id=3826","301","1242"
"GeForce GT 730M","521","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+730M&id=2417","176","815"
"RadeonT 610M","521","https://www.videocardbenchmark.net/gpu.php?gpu=RadeonT+610M&id=4775","264","1121"
"Radeon HD 7560D + 6670 Dual","518","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+6670+Dual&id=2303","501","1131"
"Radeon HD 8550G + HD 8750M Dual","518","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8550G+%2B+HD+8750M+Dual&id=3071","336","819"
"GeForce 210","517","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+210&id=1169","31","113"
"FirePro W5130M","516","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W5130M&id=3440","301","1410"
"GeForce GTX 460M","515","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460M&id=93","258","1246"
"Radeon R5 PRO A6-9500B 2C+4G","515","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-9500B+2C%2B4G&id=3715","323","693"
"GeForce GT 730","514","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+730&id=2906","249","834"
"GeForce 730A","514","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+730A&id=3306","205","772"
"Radeon R7 A8-7670K","513","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-7670K&id=3302","297","849"
"Radeon HD 7660D + 6670 Dual","513","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660D+%2B+6670+Dual&id=2249","524","1238"
"Radeon HD 8670D + HD 7000 Dual","512","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D+%2B+HD+7000+Dual&id=3157","403","719"
"Radeon HD 8670D + HD 6670 Dual","512","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D+%2B+HD+6670+Dual&id=2881","541","1222"
"Radeon HD 8670D + 6670 Dual","511","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D+%2B+6670+Dual&id=2556","568","1361"
"GeForce 920A","511","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+920A&id=3565","168","846"
"Quadro K1100M","511","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1100M&id=2623","253","1086"
"Radeon R6 A8-8600P","510","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R6+A8-8600P&id=3689","151","475"
"Radeon HD 8730M","509","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8730M&id=3020","179","763"
"Intel HD 630","509","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+630&id=3540","267","1109"
"GeForce 920MX","509","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+920MX&id=3520","150","1079"
"Quadro 2000","506","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+2000&id=1543","301","949"
"Radeon HD 7560D + HD 7670 Dual","505","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+HD+7670+Dual&id=2959","463","1380"
"GRID M60-2Q","503","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M60-2Q&id=3737","311","5203"
"Radeon R5 M240","503","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+M240&id=3060","159","450"
"Mobility Radeon HD 5850","502","https://www.videocardbenchmark.net/gpu.php?gpu=Mobility+Radeon+HD+5850&id=525","403","763"
"GRID K240Q","502","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+K240Q&id=2951","212","2541"
"GRID M10-4Q","502","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M10-4Q&id=3964","273","2977"
"GRID M10-0Q","502","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M10-0Q&id=3795","344","796"
"Radeon HD 8570D + 6670 Dual","502","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570D+%2B+6670+Dual&id=2961","505","1040"
"Radeon R7 A10-7800","501","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7800&id=3029","189","717"
"Radeon HD 8650G + HD 8750M Dual","501","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+%2B+HD+8750M+Dual&id=2876","233","652"
"GeForce GT 635M","501","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+635M&id=2136","170","561"
"Radeon R7 PRO A10-9700E","500","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-9700E&id=3679","229","971"
"GRID M10-1Q","497","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M10-1Q&id=3800","556","3351"
"Intel Iris 5100","496","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+5100&id=2692","270","745"
"Quadro K2000M","496","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2000M&id=1617","255","1012"
"Intel UHD Graphics 710","494","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+710&id=4505","307","1078"
"Radeon Vega 3 Mobile","493","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+3+Mobile&id=3871","314","1034"
"Radeon Vega 3 Athlon 3000G","492","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+3+Athlon+3000G&id=4700","327","996"
"Radeon HD 6700M","492","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6700M&id=280","523","1017"
"GeForce GT 720M","492","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+720M&id=2529","119","461"
"Radeon HD 6800M","491","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6800M&id=287","231","799"
"Radeon R7E","490","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7E&id=3988","159","565"
"Radeon HD 7670A","489","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7670A&id=333","702","1050"
"Intel HD P530","489","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+P530&id=3385","274","1155"
"GeForce GT 545","489","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+545&id=112","324","1099"
"GeForce GT 645M","488","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+645M&id=2388","159","929"
"Radeon HD 6750","487","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6750&id=282","272","1046"
"Radeon R7 240","487","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+240&id=2713","272","903"
"Radeon R7 M460","486","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M460&id=3551","207","1086"
"Radeon HD 8570D + HD 6670 Dual","486","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570D+%2B+HD+6670+Dual&id=2975","537","1261"
"Radeon HD 7660G N HD 7660G + HD 7700M N HD 7700M D","486","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+N+HD+7660G+%2B+HD+7700M+N+HD+7700M+D&id=2750","351","967"
"Radeon R7 PRO A10-8770E","485","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-8770E&id=3665","205","828"
"Radeon HD 7660G + 7730M Dual","484","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660G+%2B+7730M+Dual&id=2779","392","931"
"GeForce GT 645M","482","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+645M&id=2388","159","929"
"FirePro W4170M","477","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W4170M&id=3070","210","1029"
"Quadro K420","476","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K420&id=2992","280","746"
"GeForce 820M","476","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+820M&id=2785","113","497"
"GeForce 710A","473","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+710A&id=2622","202","475"
"Radeon HD 7660D + 7670 Dual","472","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660D+%2B+7670+Dual&id=2255","494","1062"
"Radeon R7 M350","472","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M350&id=3567","216","1093"
"Radeon HD 7690M","472","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7690M&id=2294","576","1003"
"Radeon HD 8670D + R5 235 Dual","472","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D+%2B+R5+235+Dual&id=2984","518","837"
"GeForce 920M","471","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+920M&id=3192","118","723"
"Radeon R7 A10-7700K","470","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7700K&id=3052","231","779"
"NVS 5400M","469","https://www.videocardbenchmark.net/gpu.php?gpu=NVS+5400M&id=1541","187","626"
"Radeon R5 430","469","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+430&id=3801","302","918"
"GeForce GT 735M","468","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+735M&id=2592","128","639"
"Radeon R5 Opteron X3216","468","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+Opteron+X3216&id=3804","182","394"
"Radeon R7 A8-7650K","468","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-7650K&id=3159","222","745"
"Radeon 535","466","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+535&id=3980","193","1071"
"Radeon HD 8750M","466","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8750M&id=2909","202","986"
"Radeon HD 6670 + 6670 Dual","464","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6670+%2B+6670+Dual&id=2357","552","647"
"Radeon R7 FX-9800P RADEON","463","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+FX-9800P+RADEON&id=3623","193","740"
"GeForce GT 555M","462","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+555M&id=1428","111","655"
"Firepro W4190M","462","https://www.videocardbenchmark.net/gpu.php?gpu=Firepro+W4190M&id=3491","179","1148"
"GeForce GT 640M","459","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+640M&id=2147","194","915"
"Radeon HD 7650A","459","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7650A&id=332","287","571"
"Intel HD 530","458","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+530&id=3281","253","993"
"Intel HD 4600","457","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+4600&id=2451","315","628"
"Ryzen 5 2500U with Radeon Vega","456","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+2500U+with+Radeon+Vega&id=3930","388","1503"
"Quadro K1000M","454","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1000M&id=1616","250","782"
"Radeon 520","453","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+520&id=3797","207","862"
"Radeon E6760","452","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+E6760&id=251","485","877"
"Radeon R5 330","452","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+330&id=3270","184","521"
"Radeon HD 8610G + HD 8500M Dual","451","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8610G+%2B+HD+8500M+Dual&id=2929","274","646"
"FirePro W2100","451","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W2100&id=2940","321","877"
"Radeon 530","451","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+530&id=3818","175","1018"
"Radeon HD 8650G N HD 8650G + HD 8600M N HD 8600M D","451","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+N+HD+8650G+%2B+HD+8600M+N+HD+8600M+D&id=2755","347","680"
"Radeon HD 8550G + R5 M200 Dual","450","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8550G+%2B+R5+M200+Dual&id=3272","276","619"
"Radeon R4E","449","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R4E&id=3846","366","487"
"Radeon R7 A8-7600","449","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-7600&id=3007","215","786"
"Radeon R5 240","448","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+240&id=2948","193","541"
"Radeon Vega 3","448","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+3&id=3926","305","889"
"NVS 5400M","447","https://www.videocardbenchmark.net/gpu.php?gpu=NVS+5400M&id=1541","187","626"
"GeForce GT 550M","446","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+550M&id=1427","119","573"
"Radeon HD 6570","444","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6570&id=54","218","556"
"Intel UHD Graphics 620","444","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+620&id=3805","245","1044"
"Radeon R7 PRO A8-8650B","444","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A8-8650B&id=3382","196","725"
"Radeon HD 8670D N HD 8670D + HD 8670D Dual","444","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D+N+HD+8670D+%2B+HD+8670D+Dual&id=2754","526","489"
"FirePro V4900","444","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V4900&id=241","309","988"
"Radeon HD 8650G + 8600/8700M Dual","443","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+%2B+8600%2F8700M+Dual&id=2600","374","832"
"Intel HD 5000","442","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+5000&id=2552","225","584"
"Radeon 530","441","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+530&id=3818","175","1018"
"Radeon 535DX","441","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+535DX&id=3810","171","788"
"Radeon HD 7560D + 7560D Dual","440","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+7560D+Dual&id=2880","420","983"
"Radeon HD 7560D + HD 6570 Dual","439","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+HD+6570+Dual&id=2858","528","1237"
"GeForce GT 445M","436","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+445M&id=1424","203","811"
"Radeon R7 M440","435","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M440&id=3562","174","905"
