"Name","Score","Link","G2DScore","G3DScore"
"Intel Iris Pro 580","887","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+580&id=3481","361","1984"
"Radeon Vega 10","883","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+10&id=4074","367","1566"
"Radeon Vega 8","880","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8&id=3895","413","1583"
"Radeon R7 430","880","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+430&id=3751","386","1104"
"Radeon Pro WX 3100","878","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+3100&id=3783","427","2548"
"Quadro K3000M","878","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K3000M&id=2213","339","1638"
"Quadro 5010M","877","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+5010M&id=1553","315","1772"
"Radeon Ryzen 3 5300U","877","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+3+5300U&id=4654","454","1562"
"GeForce 940MX","877","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+940MX&id=3453","172","1515"
"Quadro K2100M","874","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2100M&id=2665","280","1356"
"Radeon HD 5830","874","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5830&id=69","403","1735"
"Radeon Vega 10 Ryzen 7 PRO 3700U w/","872","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+10+Ryzen+7+PRO+3700U+w%2F&id=4727","357","1663"
"Intel Iris Pro 5200","871","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+5200&id=2562","399","1193"
"Radeon R7 PRO A6-9500 2C+6G","870","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A6-9500+2C%2B6G&id=4072","439","781"
"Radeon Vega 9","868","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+9&id=4156","408","1596"
"GeForce GTX 480M","867","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+480M&id=1449","458","1617"
"Radeon R5 A6-9500E 2C+4G","861","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+A6-9500E+2C%2B4G&id=3997","438","1015"
"GeForce 945M","858","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+945M&id=3388","240","2109"
"Radeon Vega 10 Mobile","853","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+10+Mobile&id=3857","343","1494"
"GeForce GTX 660M","846","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+660M&id=1458","265","1436"
"Radeon RX 640","846","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+640&id=4168","342","1968"
"GeForce GT 740","846","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+740&id=2883","343","1491"
"Radeon HD 7750","843","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7750&id=321","423","1703"
"GeForce GTX 650","843","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+650&id=2155","360","1750"
"Radeon R7 PRO A10-9700B","840","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-9700B&id=3882","182","629"
"Radeon Pro WX 2100","840","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+2100&id=3794","396","1828"
"Radeon R7 450","839","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+450&id=3588","531","1938"
"Radeon R7 7850A10-7850K","837","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+7850A10-7850K&id=4054","506","551"
"Intel Iris Plus","831","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Plus&id=4120","312","1817"
"GRID T4-4Q","829","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+T4-4Q&id=4340","83","3260"
"Radeon R7 PRO A10-8850B","826","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-8850B&id=3529","552","945"
"FirePro V7900","824","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V7900&id=245","336","2305"
"Radeon R7 A10 PRO-7850B","823","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10+PRO-7850B&id=3032","322","882"
"Radeon R7 FX-9830P RADEON","822","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+FX-9830P+RADEON&id=3632","232","1471"
"Radeon R7 340","821","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+340&id=3543","359","1000"
"Intel Iris 650","817","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+650&id=3790","644","1433"
"GRID T4-2Q","817","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+T4-2Q&id=4370","73","3451"
"Radeon Ryzen 5 7600X 6-Core","814","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+7600X+6-Core&id=4647","558","1742"
"Radeon Ryzen 7 3700U","814","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+3700U&id=4670","352","1434"
"GRID V100D-8Q","814","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+V100D-8Q&id=4132","518","4156"
"Radeon RX 550X","809","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+550X&id=4069","419","2250"
"Virtual Display Device","809","https://www.videocardbenchmark.net/gpu.php?gpu=Virtual+Display+Device&id=5036","315","1598"
"Radeon R9 M360","807","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M360&id=3479","446","1838"
"Quadro K620M","804","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K620M&id=3148","158","1165"
"Radeon HD 7850M","802","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7850M&id=1688","566","1373"
"FirePro 3D V5800","802","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+3D+V5800&id=436","339","1232"
"Radeon R6 Opteron X3418","801","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R6+Opteron+X3418&id=4067","399","955"
"GeForce GTX 675M","798","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+675M&id=1460","313","1929"
"Radeon RX Vega 10 Ryzen 7 3700U","797","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+10+Ryzen+7+3700U&id=4669","332","1519"
"GeForce GTX 650","796","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+650&id=2155","360","1750"
"Quadro M600M","795","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M600M&id=3397","357","2177"
"Radeon HD 6850","794","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6850&id=45","434","1972"
"Quadro M520","793","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M520&id=3754","226","1879"
"Intel UHD Graphics 750","792","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+750&id=4378","350","1734"
"GeForce GTX 570M","790","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+570M&id=1453","358","1864"
"GeForce GTX 460 SE","789","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460+SE&id=123","368","2011"
"Radeon Ryzen 7 7700 8-Core","788","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+7700+8-Core&id=4717","544","1684"
"Radeon RX Vega 8","787","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+8&id=4012","391","1487"
"FirePro W600","787","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W600&id=2371","603","1671"
"GeForce GTX 760M","783","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760M&id=2597","232","1717"
"GeForce 825M","782","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+825M&id=2971","247","782"
"GeForce GTX 470M","782","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+470M&id=1448","413","1953"
"GeForce GT 755M","779","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+755M&id=2646","324","1689"
"Radeon R7 A12-9800 RADEON","779","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A12-9800+RADEON&id=3680","286","1076"
"GeForce 845M","779","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+845M&id=3126","213","1524"
"GeForce MX130","778","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX130&id=3890","198","1850"
"GeForce GTX 660M","777","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+660M&id=1458","265","1436"
"Intel HD P530","776","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+HD+P530&id=3385","274","1155"
"Radeon Vega 8 Ryzen 5 3550H","776","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8+Ryzen+5+3550H&id=4663","351","1694"
"Radeon R7 A12-9730P RADEON","775","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A12-9730P+RADEON&id=3777","283","1047"
"Quadro K4000M","775","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4000M&id=2159","304","1961"
"Firepro W5170M","772","https://www.videocardbenchmark.net/gpu.php?gpu=Firepro+W5170M&id=3470","368","1761"
"Radeon R7 + R7 200 Dual","770","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+%2B+R7+200+Dual&id=3056","282","1077"
"Intel UHD Graphics P750","768","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+P750&id=4410","442","1689"
"Radeon RX 540","767","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+540&id=3854","368","1857"
"GeForce MX230","766","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX230&id=4036","217","1839"
"Radeon Ryzen 9 PRO 7945 12-Core","766","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+9+PRO+7945+12-Core&id=4826","586","1731"
"Ryzen 3 PRO 4300U with Radeon Graphics","766","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+PRO+4300U+with+Radeon+Graphics&id=4240","539","1543"
"Quadro P400","765","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P400&id=3807","443","1641"
"GeForce GT 750M","762","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+750M&id=2492","244","1328"
"Radeon R9 255","760","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+255&id=2888","394","1457"
"Barco MXRT 5450","760","https://www.videocardbenchmark.net/gpu.php?gpu=Barco+MXRT+5450&id=2526","478","1079"
"Radeon Vega 8 Ryzen 5 PRO 3500U w/","756","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8+Ryzen+5+PRO+3500U+w%2F&id=4695","342","1486"
"Quadro P500","753","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+P500&id=3911","242","1638"
"FirePro M4000 Mobility Pro","752","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M4000+Mobility+Pro&id=3360","448","1628"
"Ryzen 3 PRO 4450U with Radeon Graphics","750","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+PRO+4450U+with+Radeon+Graphics&id=4247","537","1534"
"Radeon R7 +8G","749","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+%2B8G&id=3603","460","1191"
"Intel UHD Graphics 730","749","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+730&id=4379","391","1614"
"Radeon Ryzen 5 PRO 7645 6-Core","748","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+PRO+7645+6-Core&id=4824","528","1615"
"FirePro M4000","747","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M4000&id=238","412","1604"
"FirePro W2100","747","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W2100&id=2940","321","877"
"GeForce 940M","746","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+940M&id=3155","153","1123"
"Radeon RX Vega11 Ryzen 7 Microsoft Surface Edition","745","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega11+Ryzen+7+Microsoft+Surface+Edition&id=4730","300","1399"
"Intel Iris Plus 655","745","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Plus+655&id=3961","363","1739"
"Quadro 5000M","745","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+5000M&id=1552","426","2060"
"GeForce 840M","745","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+840M&id=2873","149","1088"
"Intel Iris Plus 650","744","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Plus+650&id=3718","377","1581"
"Quadro 5000","743","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+5000&id=1551","387","1932"
"GeForce 930A","742","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930A&id=3417","216","1267"
"FirePro M40003","741","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M40003&id=2194","652","1364"
"Radeon HD 7660D + R7 240 Dual","738","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7660D+%2B+R7+240+Dual&id=3163","453","942"
"GeForce 945M","736","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+945M&id=3388","240","2109"
"Qualcomm Adreno 630 GPU","736","https://www.videocardbenchmark.net/gpu.php?gpu=Qualcomm+Adreno+630+GPU&id=4034","104","283"
"GRID P6-2Q","735","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P6-2Q&id=3983","337","3926"
"Radeon R9 M375X","735","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M375X&id=3337","310","1728"
"Quadro K2000D","731","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2000D&id=2497","406","1586"
"Radeon Vega 8 Mobile","731","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8+Mobile&id=3845","344","1419"
"Radeon Vega 9 Ryzen 5 Microsoft Surface Edition","730","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+9+Ryzen+5+Microsoft+Surface+Edition&id=4742","363","1512"
"GeForce GT 740","726","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+740&id=2883","343","1491"
"Radeon HD 7750M","725","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7750M&id=2476","693","1191"
"GeForce GTX 670M","724","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+670M&id=1459","303","1737"
"GeForce GTX 550 Ti","722","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+550+Ti&id=16","376","1552"
"Intel Iris 550","721","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+550&id=3437","305","1432"
"Radeon R5 PRO A8-9600B 4C+6G","719","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A8-9600B+4C%2B6G&id=3660","224","659"
"GeForce 940M","717","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+940M&id=3155","153","1123"
"Ryzen 3 4300U with Radeon Graphics","716","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+4300U+with+Radeon+Graphics&id=4232","476","1353"
"GeForce 940MX","715","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+940MX&id=3453","172","1515"
"Radeon R9 M370X","715","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M370X&id=3299","351","1544"
"Radeon R7 PRO A12-8870","712","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-8870&id=3657","253","905"
"Radeon 610M","712","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+610M&id=4759","269","1105"
"GeForce GT 740M","712","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+740M&id=2461","147","792"
"GRID M60-8Q","710","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M60-8Q&id=3716","618","3884"
"Radeon R9 M275X","709","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M275X&id=4329","307","1537"
"GeForce 930M","707","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930M&id=3252","151","1015"
"GeForce GT 755M","706","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+755M&id=2646","324","1689"
"FirePro M4150","706","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M4150&id=3224","177","961"
"Radeon Vega 8 Ryzen 5 3500U","705","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8+Ryzen+5+3500U&id=4667","328","1399"
"Radeon R5 PRO A6-9500E 2C+4G","705","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-9500E+2C%2B4G&id=3669","288","771"
"GeForce MX110","704","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX110&id=3860","190","1441"
"Radeon HD 6790","700","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6790&id=286","374","1616"
"FirePro W4100","698","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W4100&id=3019","481","1531"
"Radeon R7 A10-7870K","696","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7870K&id=3220","264","1113"
"Quadro K2000","696","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2000&id=2446","382","1578"
"Radeon HD 7730M","693","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7730M&id=2995","213","763"
"GeForce 930MX","692","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930MX&id=3549","195","1290"
"Radeon R5 PRO A6-8570E 2C+4G","690","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-8570E+2C%2B4G&id=3649","268","638"
"GeForce 830M","689","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+830M&id=2982","136","1008"
"Radeon Pro WX 4130","689","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+4130&id=3798","344","1967"
"Quadro K2000M","687","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2000M&id=1617","255","1012"
"GRID M6-8Q","687","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M6-8Q&id=3867","556","3568"
"Quadro K1100M","683","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1100M&id=2623","253","1086"
"Radeon R7 PRO A12-9800","679","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A12-9800&id=3662","246","877"
"Quadro M500M","675","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M500M&id=3449","186","1164"
"GeForce 920MX","675","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+920MX&id=3520","150","1079"
"GeForce GT 730M","672","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+730M&id=2417","176","815"
"Radeon R7 A10-7890K","671","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7890K&id=3468","240","854"
"Radeon Vega 6 Ryzen 3 3350U","671","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+6+Ryzen+3+3350U&id=4678","347","1546"
"Radeon HD 8470D + HD 7500 Dual","671","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8470D+%2B+HD+7500+Dual&id=3990","465","1545"
"Radeon 540X","668","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+540X&id=4154","281","1429"
"Radeon HD 6900M","667","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6900M&id=290","360","1703"
"GeForce GT 745A","666","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+745A&id=2632","322","1228"
"Radeon R7 A12-9720P RADEON","664","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A12-9720P+RADEON&id=3781","179","733"
"Radeon Vega 6","664","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+6&id=3937","343","1312"
"Radeon HD 8570D + HD 8570 Dual","663","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570D+%2B+HD+8570+Dual&id=3484","520","1033"
"Radeon HD 5770","662","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5770&id=6","333","1343"
"Intel UHD Graphics","661","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics&id=3950","271","1478"
"Radeon R5 A10-9620P 4C+6G","661","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+A10-9620P+4C%2B6G&id=3793","196","732"
"GeForce 920M","659","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+920M&id=3192","118","723"
"Quadro K2100M","658","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K2100M&id=2665","280","1356"
"Radeon R9 M265X","656","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M265X&id=2999","210","1138"
"Quadro K3000M","656","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K3000M&id=2213","339","1638"
"GeForce GT 650M","652","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+650M&id=122","235","1205"
"Barco MXRT 7400","651","https://www.videocardbenchmark.net/gpu.php?gpu=Barco+MXRT+7400&id=2474","682","901"
"Barco MXRT 5400","650","https://www.videocardbenchmark.net/gpu.php?gpu=Barco+MXRT+5400&id=3354","457","1161"
"Radeon HD 8650G + 7700M Dual","647","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8650G+%2B+7700M+Dual&id=2578","399","1126"
"Radeon R7 A8-8650","641","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-8650&id=3410","499","913"
"Radeon R7 M465X","640","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+M465X&id=3760","396","1676"
"GeForce GT 750M","639","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+750M&id=2492","244","1328"
"GeForce GT 240","638","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+240&id=61","52","511"
"GeForce 840M","638","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+840M&id=2873","149","1088"
"Radeon R7 A12-9800E RADEON","637","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A12-9800E+RADEON&id=3816","246","913"
"Radeon HD 8670D + R7 200 Dual","636","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D+%2B+R7+200+Dual&id=3093","506","950"
"Radeon HD 8750M","635","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8750M&id=2909","202","986"
"GeForce GT 640","633","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+640&id=1432","291","1176"
"Radeon R5 A6-9400 RADEON R5, 6 COMPUTE CORES 2C+4G","633","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+A6-9400+RADEON+R5%2C+6+COMPUTE+CORES+2C%2B4G&id=4183","271","605"
"Radeon HD 6770","632","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6770&id=284","313","1250"
"Radeon Vega 6 Ryzen 3 PRO 3300U w/","632","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+6+Ryzen+3+PRO+3300U+w%2F&id=4715","341","1411"
"Radeon R7 G","630","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+G&id=3254","532","870"
"Intel Iris Plus 640","630","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Plus+640&id=3696","340","1344"
"Radeon R7 + R7 240 Dual","629","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+%2B+R7+240+Dual&id=3200","374","1045"
"Radeon Vega 8 Ryzen 5 3450U","627","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8+Ryzen+5+3450U&id=4709","319","1201"
"GeForce GTS 450","625","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTS+450&id=1","304","1319"
"Radeon Vega 6 Ryzen 3 3300U","624","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+6+Ryzen+3+3300U&id=4746","308","1312"
"Radeon 540","623","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+540&id=3803","254","1379"
"Quadro K620M","621","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K620M&id=3148","158","1165"
"Radeon HD 7730","620","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7730&id=3138","401","1205"
"GeForce 930A","619","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930A&id=3417","216","1267"
"GRID M10-8Q","617","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M10-8Q&id=3934","326","1992"
"GeForce GT 635","616","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+635&id=2683","235","833"
"Radeon R5 A6-9500 2C+6G","616","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+A6-9500+2C%2B6G&id=3834","249","853"
"Radeon R7 250","616","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+250&id=2768","287","1068"
"Radeon R5 PRO A10-8730B 4C+6G","616","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A10-8730B+4C%2B6G&id=3646","201","695"
"GRID K280Q","613","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+K280Q&id=3142","371","2840"
"Radeon R7 A10-7860K","610","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A10-7860K&id=3447","227","927"
"GeForce GT 820M","608","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+820M&id=3586","148","568"
"Ryzen 7 2700U with Radeon Vega","608","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+2700U+with+Radeon+Vega&id=3925","442","1617"
"Radeon HD 4650","607","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+4650&id=596","30","239"
"Radeon HD 7640G + R5 M200 Dual","606","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+R5+M200+Dual&id=3246","249","559"
"Radeon HD 5600/5700","605","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5600%2F5700&id=604","283","634"
"Radeon R5 PRO A6-8570 R5, 8 COMPUTE CORES 2C+6G","605","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-8570+R5%2C+8+COMPUTE+CORES+2C%2B6G&id=4377","240","985"
"Radeon R5 PRO A6-8500B 2C+4G","604","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-8500B+2C%2B4G&id=3722","416","508"
"Radeon HD 8570D + R7 240 Dual","602","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8570D+%2B+R7+240+Dual&id=3086","489","964"
"Radeon R7 PRO A10-8770","602","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A10-8770&id=3664","233","900"
"Radeon Ryzen 5 3450U","601","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+3450U&id=4686","271","1074"
"Radeon HD 7520G + 7700M Dual","601","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+7700M+Dual&id=2499","331","1061"
"FirePro V5800","600","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+V5800&id=3427","272","1176"
"Radeon R5 A6-8500P","600","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+A6-8500P&id=3984","190","587"
"Radeon 540","600","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+540&id=3803","254","1379"
"Intel Iris 540","600","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+540&id=3366","323","1258"
"GRID M60-4Q","599","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M60-4Q&id=3483","278","3831"
"GeForce GT 640M","597","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+640M&id=2147","194","915"
